id,categoria,edad,genero,estado_civil,ingreso_reportado,maximo_dias_mora,saldo_total,saldo_productos_activos,saldo_productos_pasivos,cantidad_productos_activos,cantidad_productos_pasivos,saldo_en_competencia,monto_credito,plazo_credito,calificacion_crediticia,garantia_credito,tasa_interes
351041,optima,61.0,femenino,casado,115519.0,149.0,478490.0,459386.0,19104.0,4.0,1.0,29873.8,926000.0,284.0,3.0,hipotecaria,7.24
230225,privada,35.0,femenino,soltero,50178.0,12.0,234229.0,225885.0,8344.0,2.0,3.0,1236087.53,90000.0,11.0,2.0,autoliquidable,6.84
858701,optima,45.0,femenino,casado,132696.0,6.0,508878.0,458266.0,50612.0,3.0,2.0,505821.57,143000.0,56.0,4.0,fiduciaria,23.01
247027,optima,49.0,femenino,soltero,,4.0,352791.0,323578.0,29213.0,4.0,0.0,,257000.0,72.0,5.0,fiduciaria,9.36
198470,optima,47.0,femenino,casado,80104.0,8.0,203763.0,104255.0,99508.0,6.0,1.0,1238492.92,151000.0,60.0,4.0,fiduciaria,17.14
932671,optima,38.0,femenino,divorciado,,5.0,638070.0,623467.0,14603.0,2.0,1.0,645444.61,849000.0,206.0,2.0,hipotecaria,7.66
877334,optima,39.0,masculino,soltero,174922.0,2.0,1362402.0,1352859.0,9543.0,1.0,1.0,114291.54,134000.0,44.0,6.0,fiduciaria,12.73
795087,optima,35.0,femenino,casado,46766.0,208.0,1138593.0,1080821.0,57772.0,4.0,0.246653559685304,294322.43,302000.0,285.0,4.0,hipotecaria,6.92
349538,optima,42.0,masculino,divorciado,37650.0,63.0,1030836.0,960684.0,70152.0,2.0,1.0,,1047000.0,184.0,3.0,hipotecaria,7.26
547404,privada,46.0,masculino,casado,77604.0,4.0,3266369.0,3258135.0,8234.0,4.0,1.0,51955.51,2046000.0,191.0,2.0,fiduciaria_bienes_inmuebles,5.72
724143,premier,57.0,femenino,soltero,84329.0,17.0,735679.0,709326.0,26353.0,5.0,3.0,551546.14,113000.0,67.0,4.0,fiduciaria,10.47
139133,optima,48.0,masculino,casado,156215.0,37.0,41458.0,16461.0,24997.0,3.0,1.0,715751.59,45000.0,58.0,4.0,fiduciaria,20.55
238274,optima,34.0,masculino,viudo,99010.0,6.0,660687.0,639359.0,21328.0,3.0,0.0,272237.66,1045000.0,60.0,5.0,fiduciaria,12.12
154936,premier,52.0,femenino,soltero,100057.0,17.0,430697.0,387672.0,43025.0,3.0,1.0,1408911.14,105000.0,57.0,3.0,fiduciaria,13.3
474877,optima,38.0,femenino,casado,,15.0,131405.0,131023.0,382.0,6.0,2.0,49221.03,54000.0,62.0,4.0,fiduciaria,23.68
103518,optima,46.0,masculino,soltero,459579.0,9.0,785618.0,767953.0,17665.0,3.0,1.0,1145176.73,165000.0,55.0,5.0,fiduciaria,15.77
446626,premier,36.0,femenino,soltero,103431.0,705.0,2251705.0,2069188.0,182517.0,3.0,3.0,332134.67,1568000.0,74.0,3.0,hipotecaria,7.68
991835,premier,55.0,femenino,casado,,23.0,539196.0,513502.0,25694.0,2.0,2.0,739664.06,566000.0,56.0,4.0,fiduciaria,14.01
505913,privada,46.0,masculino,casado,75870.0,1.0,965291.0,863505.0,101786.0,2.0,1.0,681639.64,620000.0,50.0,3.0,fiduciaria,10.31
259840,premier,61.0,masculino,casado,,2.0,965668.0,952848.0,12820.0,5.0,2.0,393625.02,185000.0,52.0,4.0,fiduciaria,15.27
189312,premier,53.0,femenino,casado,74993.0,1.0,889248.0,732697.0,156551.0,4.0,1.0,,1325000.0,199.0,2.0,hipotecaria,6.35
362507,premier,43.0,masculino,casado,104299.0,2.0,2950560.0,2856896.0,93664.0,4.0,2.0,573326.8,51000.0,101.0,3.0,hipotecaria,7.13
588177,privada,49.0,masculino,casado,192284.0,1.0,4574775.0,2193002.0,2381773.0,2.0,0.0,,27000.0,24.0,2.0,autoliquidable,6.44
911818,premier,52.0,femenino,viudo,99866.0,15.0,1324278.0,1317817.0,6461.0,3.0,1.0,101000.42,928000.0,192.0,4.0,hipotecaria,7.68
188586,privada,43.0,femenino,casado,217865.0,35.0,6107788.0,5279739.0,828049.0,4.0,2.0,,1335000.0,71.0,2.0,hipotecaria,7.33
112781,privada,34.0,masculino,casado,52309.0,9.0,3919352.0,182487.0,3736865.0,8.0,4.0,800154.24,23000.0,24.0,2.0,autoliquidable,7.07
265491,privada,47.0,femenino,soltero,127459.0,2.0,9834499.0,1550402.0,8284097.0,2.0,5.0,13591.26,1037000.0,254.0,1.0,hipotecaria,6.79
102067,optima,39.0,femenino,soltero,76477.0,2.0,44019.0,7579.0,36440.0,2.0,0.0,87934.48,183000.0,45.0,3.0,fiduciaria,18.27
519143,optima,46.0,femenino,soltero,54381.0,94.0,1024940.0,1018645.0,6295.0,1.0,1.0,29310.7,760000.0,216.0,2.0,hipotecaria,7.23
521988,premier,50.0,masculino,soltero,,31.0,421817.0,140901.0,280916.0,3.0,4.0,547843.92,227000.0,9.0,5.0,autoliquidable,7.63
219708,premier,48.0,femenino,casado,83009.0,0.0,245778.0,130601.0,115177.0,1.0,4.0,406010.24,188000.0,69.0,2.0,prendas,7.25
584180,optima,49.0,masculino,soltero,61479.0,22.0,251611.0,247386.0,4225.0,2.0,2.0,246399.2,112000.0,57.0,5.0,fiduciaria,15.51
196922,optima,50.0,masculino,casado,61758.0,10.0,43292.0,19096.0,24196.0,1.0,1.0,34427.71,241000.0,69.0,3.0,fiduciaria,15.52
547858,premier,38.0,masculino,casado,,8.0,154326.0,143911.0,10415.0,3.0,1.0,,1301000.0,57.0,3.0,fiduciaria,13.82
120378,privada,47.0,femenino,casado,155381.0,0.0,306424.0,240388.0,66036.0,3.0,2.0,80226.53,1223000.0,57.0,2.0,fiduciaria,9.42
238625,optima,35.0,masculino,casado,77854.0,6.0,644895.0,627056.0,17839.0,1.0,1.0,1656233.91,173000.0,56.0,5.0,fiduciaria,13.03
777669,optima,49.0,femenino,casado,,9.0,448299.0,444746.0,3553.0,2.0,2.0,630246.83,190000.0,67.0,4.0,fiduciaria,15.07
373546,premier,32.0,femenino,casado,102797.0,5.0,2854149.0,2529057.0,325092.0,3.0,1.0,419594.38,63000.0,70.0,4.0,fiduciaria,11.32
807234,premier,57.0,femenino,soltero,97476.0,7.0,177118.0,170749.0,6369.0,3.0,3.0,3007572.82,84000.0,45.0,3.0,fiduciaria,15.0
587187,premier,48.0,femenino,casado,85706.0,1.0,97293.0,75302.0,21991.0,2.0,0.02786441736533185,66271.36,132000.0,32.0,1.0,prendas,7.63
846685,premier,52.0,femenino,casado,83392.0,97.0,1056640.0,128501.0,928139.0,1.0,4.0,640012.81,44000.0,12.0,9.0,autoliquidable,7.7
121876,optima,43.0,femenino,soltero,207699.0,7.0,241313.0,232729.0,8584.0,1.0,2.0,1122795.39,203000.0,76.0,4.0,fiduciaria,9.67
970011,optima,56.0,masculino,divorciado,81443.0,56.0,111141.0,73206.0,37935.0,4.0,0.0,506534.19,657000.0,50.0,4.0,fiduciaria,15.95
592355,optima,60.0,femenino,casado,,21.0,251000.0,249818.0,1182.0,4.0,2.0,,108000.0,46.0,4.0,fiduciaria,16.79
120071,premier,37.0,masculino,soltero,90818.0,7.0,877286.0,836635.0,40651.0,3.0,2.0,358428.91,25000.0,60.0,2.0,fiduciaria,15.77
844116,premier,59.0,femenino,soltero,73275.0,0.0,985811.0,796896.0,188915.0,3.0,5.0,188267.95,1292000.0,165.0,2.0,hipotecaria,6.44
186505,premier,36.0,masculino,casado,99771.0,18.0,430521.0,427828.0,2693.0,1.0,1.0,694955.21,229000.0,76.0,3.0,fiduciaria,11.04
277020,premier,53.0,masculino,divorciado,,96.0,2586469.0,2552149.0,34320.0,3.0,2.0,,671000.0,267.0,4.0,hipotecaria,6.53
685895,optima,37.0,femenino,soltero,273001.0,6.0,808983.0,799686.0,9297.0,3.0,2.0,,188000.0,66.0,4.0,fiduciaria,13.46
467706,optima,37.0,masculino,soltero,140641.0,1.0,812690.0,796824.0,15866.0,2.0,2.0,660477.62,178000.0,43.0,4.0,fiduciaria,17.98
851588,optima,41.0,femenino,casado,65493.0,2.0,514401.0,483756.0,30645.0,2.0,3.0,1142735.26,114000.0,54.0,4.0,fiduciaria,13.52
834668,privada,39.0,masculino,casado,157241.0,37.0,7210697.0,3582807.0,3627890.0,1.0,3.0,94888.71,55000.0,6.0,3.0,autoliquidable,6.73
266393,optima,63.0,femenino,casado,80298.0,1.0,267883.0,214946.0,52937.0,3.0,2.0,131722.2,134000.0,56.0,4.0,fiduciaria,13.31
626562,premier,62.0,femenino,soltero,86943.0,3.0,811777.0,191824.0,619953.0,2.0,2.0,,204000.0,5.0,4.0,autoliquidable,8.47
506635,optima,48.0,femenino,casado,26152.0,5.0,82808.0,14015.0,68793.0,4.0,2.0,422843.46,121000.0,27.0,3.0,fiduciaria,17.23
772699,optima,51.0,femenino,soltero,46802.0,8.0,1045237.0,914822.0,130415.0,2.0,0.0,129305.41,295000.0,71.0,3.0,fiduciaria_prendas,7.79
929024,premier,30.0,masculino,divorciado,88259.0,1.0,805978.0,757222.0,48756.0,3.0,1.0,101070.03,497000.0,81.0,3.0,fiduciaria,10.72
579745,optima,47.0,masculino,soltero,213855.0,40.0,305601.0,271878.0,33723.0,6.0,1.0,,92000.0,54.0,6.0,fiduciaria,16.33
693688,optima,43.0,femenino,soltero,45204.0,4.0,67378.0,27742.0,39636.0,4.0,1.0,226519.02,205000.0,39.0,3.0,fiduciaria,18.78
167908,optima,59.0,masculino,soltero,144126.0,10.0,383310.0,281906.0,101404.0,1.0,2.0,,82000.0,81.0,3.0,prendas,7.74
542503,premier,37.0,femenino,soltero,95489.0,38.0,53204.0,43387.0,9817.0,4.0,1.0,538136.99,301000.0,61.0,3.0,fiduciaria,16.26
497723,optima,42.0,masculino,soltero,39146.0,14.0,809667.0,760797.0,48870.0,1.0,0.0,134567.65,378000.0,89.0,2.0,fiduciaria_prendas,7.84
859594,optima,39.0,masculino,casado,87006.0,77.0,53688.0,30728.0,22960.0,3.0,2.0,911752.3,102000.0,68.0,5.0,fiduciaria,8.47
434289,optima,86.0,femenino,casado,70424.0,30.0,191585.0,184576.0,7009.0,2.0,2.0,251899.08,79000.0,51.0,4.0,fiduciaria,16.15
279863,optima,37.0,femenino,casado,82681.0,20.0,324847.0,247238.0,77609.0,3.0,1.0,10764.56,194000.0,78.0,4.0,fiduciaria,10.82
866922,premier,42.0,masculino,casado,93804.0,0.0,1024814.0,332250.0,692564.0,4.0,4.0,,237000.0,50.0,2.0,fiduciaria_prendas,7.18
833409,premier,44.0,masculino,divorciado,96724.0,8.0,358909.0,357926.0,983.0,2.0,5.0,86668.0,442000.0,81.0,4.0,fiduciaria,11.48
182239,privada,38.0,femenino,divorciado,91380.0,0.0,386957.0,134263.0,252694.0,3.0,3.0,347157.45,164000.0,71.0,2.0,fiduciaria_prendas,7.03
393005,optima,33.0,masculino,divorciado,59631.0,32.0,126607.0,91359.0,35248.0,4.0,1.0,,493000.0,46.0,4.0,fiduciaria,13.79
598821,premier,43.0,femenino,divorciado,87634.0,170.0,2314428.0,1951914.0,362514.0,4.0,5.0,128815.87,626000.0,269.0,3.0,hipotecaria,6.61
143815,optima,37.0,masculino,soltero,55494.0,25.0,1230074.0,1223880.0,6194.0,4.0,0.0,342019.37,291000.0,55.0,4.0,fiduciaria,12.51
753713,optima,64.0,masculino,casado,86103.0,35.0,994317.0,953452.0,40865.0,2.0,1.0,1091428.09,288000.0,51.0,5.0,fiduciaria,16.83
345162,optima,45.0,femenino,viudo,,12.0,796499.0,793622.0,2877.0,1.0,0.0,261262.23,270000.0,79.0,5.0,fiduciaria,8.88
667927,optima,46.0,masculino,casado,105739.0,8.0,453656.0,442767.0,10889.0,4.0,1.0,568824.23,56000.0,35.0,5.0,fiduciaria,13.99
107739,premier,47.0,masculino,casado,107420.0,10.0,41053.0,15858.0,25195.0,2.0,1.0,323634.12,283000.0,48.0,3.0,fiduciaria,20.07
728674,optima,41.0,femenino,casado,49355.0,0.0,189833.0,189307.0,526.0,6.0,0.0,135628.57,191000.0,44.0,5.0,fiduciaria,18.28
269971,optima,66.0,femenino,soltero,54182.0,13.0,212426.0,189032.0,23394.0,4.0,2.0,1058669.1,594000.0,60.0,3.0,fiduciaria,15.21
238899,optima,47.0,femenino,viudo,47446.0,6.0,306871.0,250623.0,56248.0,4.0,0.0,388626.81,80000.0,49.0,3.0,fiduciaria,17.55
781889,premier,42.0,masculino,casado,91786.0,0.0,1704316.0,1696814.0,7502.0,3.0,3.0,,557000.0,192.0,2.0,hipotecaria,6.05
574845,premier,47.0,masculino,casado,102879.0,21.0,446079.0,340590.0,105489.0,3.0,1.0,839526.48,818000.0,66.0,3.0,fiduciaria,11.56
340929,optima,42.0,femenino,soltero,138753.0,29.0,767209.0,748814.0,18395.0,2.0,3.0,235620.04,169000.0,51.0,5.0,fiduciaria,16.77
919922,optima,37.0,femenino,casado,50690.0,3.0,865390.0,865388.0,2.0,1.0,0.0,,112000.0,58.0,3.0,prendas,8.41
359043,privada,56.0,femenino,casado,51054.0,336.0,2219478.0,452427.0,1767051.0,2.0,3.0,1874876.44,1240000.0,20.0,7.0,autoliquidable,8.49
454298,optima,35.0,femenino,casado,,4.0,429386.0,428587.0,799.0,1.0,2.0,,69000.0,55.0,3.0,prendas,8.84
710994,premier,58.0,femenino,casado,111363.0,7.0,1379287.0,1342671.0,36616.0,2.0,2.0,8675.82,1214000.0,322.0,2.0,hipotecaria,7.15
456052,premier,55.0,femenino,soltero,92029.0,3.0,1284565.0,1116012.0,168553.0,3.0,2.0,3325.63,166000.0,55.0,2.0,fiduciaria,12.73
923804,premier,46.0,femenino,divorciado,82967.0,14.0,1458344.0,43585.0,1414759.0,2.0,3.0,699312.99,236000.0,28.0,1.0,prendas,8.07
213616,optima,54.0,masculino,soltero,58816.0,7.0,85075.0,28785.0,56290.0,2.0,2.0,66261.91,95000.0,64.0,3.0,fiduciaria,21.37
355832,optima,41.0,masculino,casado,40152.0,5.0,1128793.0,1085401.0,43392.0,3.0,3.0,475821.48,143000.0,51.0,4.0,fiduciaria,14.53
699217,optima,36.0,masculino,casado,34416.0,9.0,181075.0,154584.0,26491.0,1.0,1.0,1685847.89,408000.0,27.0,3.0,fiduciaria,15.32
205567,optima,58.0,masculino,casado,30108.0,49.0,77248.0,73297.0,3951.0,3.0,1.0,504812.77,360000.0,71.0,6.0,fiduciaria,13.91
334627,optima,39.0,femenino,casado,78489.0,42.0,10723.0,2841.0,7882.0,3.0,2.0,645264.55,90000.0,63.0,4.0,fiduciaria,16.75
580277,optima,47.0,masculino,casado,68110.0,2.0,123004.0,97004.0,26000.0,2.0,0.0,,155000.0,71.0,4.0,fiduciaria,13.68
700226,premier,37.0,masculino,casado,100345.0,56.0,627497.0,579446.0,48051.0,2.0,1.0,128752.52,202000.0,160.0,4.0,hipotecaria,7.07
222819,premier,44.0,masculino,casado,,2.0,458891.0,193517.0,265374.0,2.0,2.0,988443.26,863000.0,64.0,3.0,fiduciaria,11.26
381993,premier,35.0,masculino,casado,95095.0,8.0,1123031.0,986308.0,136723.0,5.0,1.0,80582.48,682000.0,72.0,3.0,fiduciaria,10.97
567645,optima,32.0,femenino,casado,33816.0,33.0,273584.0,254010.0,19574.0,4.0,1.0,,94000.0,45.0,4.0,fiduciaria,18.08
723830,optima,34.0,femenino,casado,42804.0,8.0,550938.0,536763.0,14175.0,2.0,1.0,1232508.15,333000.0,57.0,4.0,fiduciaria,13.38
694313,optima,35.0,masculino,soltero,34695.0,17.0,414796.0,412816.0,1980.0,3.0,1.0,102100.7,67000.0,81.0,4.0,prendas,9.0
196679,privada,67.0,masculino,divorciado,114099.0,0.0,7952164.0,6717992.0,1234172.0,3.0,2.0,2805778.64,27000.0,68.0,2.0,autoliquidable,6.86
797005,optima,36.0,femenino,soltero,,37.0,2273699.0,2241223.0,32476.0,2.0,1.0,515694.73,620000.0,266.0,3.0,hipotecaria,7.35
447916,optima,57.0,femenino,casado,,16.0,387097.0,375749.0,11348.0,3.0,3.0,926671.09,262000.0,47.0,4.0,fiduciaria,14.79
361717,optima,45.0,masculino,casado,68887.0,109.0,32728.953722034217,11820.953722034217,20908.0,3.0,1.0,185996.6,874000.0,370.0,3.0,hipotecaria,7.04
695191,premier,59.0,masculino,casado,,6.0,839896.0,833780.0,6116.0,3.0,1.0,1844545.91,321000.0,53.0,5.0,fiduciaria,12.07
141227,premier,64.0,femenino,casado,111766.0,5.0,113475.0,95103.0,18372.0,3.0,2.0,1826919.55,877000.0,66.0,4.0,fiduciaria,11.01
178409,optima,49.0,femenino,casado,133384.0,28.0,191849.0,114763.0,77086.0,3.0,1.0,318246.25,137000.0,55.0,3.0,fiduciaria,16.63
715013,premier,51.0,masculino,soltero,110356.0,565.0,1057970.0,978355.0,79615.0,3.0,2.0,,1511000.0,277.0,3.0,hipotecaria,7.32
320255,optima,45.0,masculino,casado,,4.0,313853.0,310064.0,3789.0,5.0,1.0,,199000.0,44.0,4.0,fiduciaria,16.29
374650,premier,38.0,femenino,casado,,0.0,79482.0,44851.0,34631.0,3.0,2.0,4423.28,459000.0,42.0,2.0,prendas,7.66
550253,optima,42.0,femenino,viudo,40102.0,24.0,397857.0,365770.0,32087.0,2.0,2.0,,134000.0,50.0,4.0,fiduciaria,16.46
360104,premier,43.0,femenino,casado,105720.0,30.0,1170542.0,1137031.0,33511.0,6.0,4.0,429265.59,283000.0,159.0,3.0,hipotecaria,6.59
253526,optima,66.0,femenino,casado,,57.0,664565.0,631722.0,32843.0,2.0,1.0,399792.48,36000.0,60.0,6.0,fiduciaria,15.39
230257,optima,39.0,femenino,casado,48749.0,11.0,40046.0,18126.0,21920.0,3.0,4.0,91846.14,147000.0,47.0,3.0,fiduciaria,15.8
729088,premier,52.0,femenino,soltero,79801.0,27.0,529969.0,506671.0,23298.0,5.0,1.0,584513.36,21000.0,38.0,5.0,fiduciaria,14.61
865936,premier,41.0,femenino,casado,,4.0,626356.0,172115.0,454241.0,5.0,2.0,131942.62,35000.0,9.0,3.0,autoliquidable,7.96
511589,premier,60.0,femenino,casado,95713.0,18.0,2437107.0,2433399.0,3708.0,7.0,4.0,1020245.82,88000.0,55.0,3.0,fiduciaria,16.49
696286,optima,61.0,femenino,casado,234281.0,8.0,457208.0,451908.0,5300.0,4.0,1.0,846283.27,263000.0,52.0,5.0,fiduciaria,13.65
253271,premier,46.0,masculino,casado,116277.0,23.0,364296.0,281688.0,82608.0,4.0,1.0,,303000.0,74.0,3.0,fiduciaria,11.68
964934,optima,41.0,femenino,casado,94451.0,2.0,141869.0,101775.0,40094.0,4.0,1.0,1942265.34,100000.0,67.0,4.0,fiduciaria,15.44
998667,premier,52.0,femenino,soltero,95193.0,3.0,132739.0,120700.0,12039.0,3.0,4.0,1077640.13,396000.0,47.0,3.0,fiduciaria,10.96
245790,optima,33.0,femenino,soltero,25612.0,10.0,213156.0,207854.0,5302.0,3.0,1.0,,370000.0,39.0,4.0,fiduciaria,17.23
734776,optima,56.0,femenino,casado,86101.0,4.0,718219.0,706753.0,11466.0,1.0,1.0,50912.87,192000.0,56.0,5.0,fiduciaria,13.06
765238,optima,37.0,masculino,divorciado,26160.0,24.0,427539.0,424277.0,3262.0,5.0,1.0,121401.46,74000.0,60.0,4.0,fiduciaria,14.95
213435,optima,61.0,masculino,soltero,35018.0,10.0,71850.0,50937.0,20913.0,4.0,1.0,490488.12,391000.0,45.0,2.0,fiduciaria,17.12
279610,premier,49.0,masculino,soltero,112617.0,1.0,276991.0,230191.0,46800.0,3.0,1.0,,509000.0,64.0,4.0,fiduciaria,11.73
365722,premier,41.0,masculino,casado,96321.0,10.0,242868.0,236566.0,6302.0,4.0,1.0,2085956.08,2072000.0,33.0,3.0,fiduciaria,12.42
681865,premier,64.0,femenino,soltero,83113.0,1.0,519499.0,488005.0,31494.0,3.0,3.0,866505.21,25000.0,40.0,2.0,fiduciaria,14.1
955557,optima,64.0,masculino,casado,72674.0,1.0,184992.0,165367.0,19625.0,2.0,2.0,1531209.35,437000.0,55.0,3.0,fiduciaria,12.51
972602,optima,60.0,femenino,casado,,31.0,683582.0,664800.0,18782.0,1.0,1.0,177519.68,187000.0,66.0,2.0,prendas,8.37
368623,optima,33.0,femenino,soltero,33950.0,7.0,246066.0,225865.0,20201.0,3.0,0.0,589588.8,473000.0,70.0,3.0,fiduciaria,14.39
818801,optima,35.0,masculino,divorciado,44593.0,10.0,684637.0,633131.0,51506.0,4.0,1.0,1396173.19,129000.0,27.0,4.0,fiduciaria,14.76
217027,optima,38.0,femenino,casado,49408.0,5.0,954109.0,953340.0,769.0,1.0,2.0,,82000.0,72.0,3.0,prendas,8.43
460101,premier,42.0,masculino,soltero,86542.0,23.0,180484.0,122191.0,58293.0,2.0,1.0,576694.96,216000.0,22.0,3.0,fiduciaria,12.6
292087,optima,46.0,femenino,divorciado,,4.0,227216.0,222963.0,4253.0,2.0,1.0,105903.55,352000.0,38.0,3.0,fiduciaria,14.36
268484,premier,75.0,femenino,soltero,101597.0,45.0,33784.46126322859,1247.461263228593,32537.0,6.0,4.0,880406.32,209000.0,54.0,4.0,fiduciaria,13.57
538881,privada,46.0,femenino,casado,55169.0,3.0,4868726.0,4789785.0,78941.0,3.0,1.0,69725.02,642000.0,321.0,2.0,hipotecaria,6.61
141998,optima,29.0,femenino,divorciado,,1.0,111251.0,103075.0,8176.0,2.0,1.0,875732.94,329000.0,64.0,3.0,fiduciaria,15.87
167634,premier,37.0,femenino,casado,,495.0,2804461.0,2710660.0,93801.0,3.0,2.0,37818.78,697000.0,254.0,3.0,hipotecaria,6.78
977934,premier,43.0,masculino,casado,101338.0,30.0,144312.0,116803.0,27509.0,4.0,2.0,1805994.69,393000.0,58.0,3.0,fiduciaria,14.41
583955,optima,32.0,femenino,casado,,23.0,15903.0,15903.0,0.0,1.0,0.012334680257778619,261569.92,164000.0,59.0,3.0,prendas,10.15
573455,optima,38.0,masculino,casado,78248.0,6.0,41996.0,21697.0,20299.0,5.0,2.0,100241.75,41000.0,34.0,3.0,fiduciaria,18.92
464988,premier,46.0,masculino,soltero,,8.0,371728.0,334821.0,36907.0,8.0,2.0,65309.97,97000.0,45.0,2.0,fiduciaria_prendas,8.13
118081,optima,44.0,femenino,casado,64098.0,3.0,167057.0,145116.0,21941.0,2.0,1.0,225331.08,524000.0,56.0,3.0,fiduciaria,14.29
584353,premier,63.0,masculino,casado,,10.0,503812.0,353359.0,150453.0,3.0,1.0,223153.85,178000.0,70.0,3.0,fiduciaria,9.98
775893,optima,37.0,masculino,casado,182945.0,28.0,40022.0,22168.0,17854.0,3.0,2.0,236844.98,125000.0,49.0,3.0,fiduciaria,16.83
936969,optima,44.0,femenino,casado,,5.0,249477.0,242065.0,7412.0,3.0,2.0,149849.04,224000.0,51.0,3.0,fiduciaria,14.39
540455,premier,62.0,masculino,casado,92490.0,34.0,701113.0,647973.0,53140.0,6.0,2.0,440647.22,73000.0,30.0,5.0,fiduciaria,13.46
918412,optima,37.0,femenino,soltero,103349.0,41.0,408077.0,388943.0,19134.0,2.0,1.0,184818.41,18000.0,56.0,4.0,fiduciaria,18.91
955744,premier,40.0,masculino,casado,100169.0,52.0,546293.0,479638.0,66655.0,1.0,2.0,1543916.86,266000.0,93.0,5.0,fiduciaria_prendas,7.77
246197,optima,42.0,masculino,viudo,144846.0,16.0,332783.0,329791.0,2992.0,4.0,1.0,289899.26,228000.0,35.0,4.0,fiduciaria,17.5
454537,optima,48.0,masculino,divorciado,44544.0,4.0,794709.0,772840.0,21869.0,4.0,1.0,509184.77,186000.0,54.0,4.0,fiduciaria,14.29
439977,premier,45.0,femenino,viudo,93488.0,12.0,3295170.0,3135284.0,159886.0,2.0,5.0,241635.35,999000.0,318.0,2.0,hipotecaria,6.45
662915,optima,57.0,masculino,soltero,57961.0,3.0,154146.0,147131.0,7015.0,5.0,1.0,879316.6,73000.0,81.0,5.0,fiduciaria,13.57
258486,premier,42.0,femenino,soltero,96905.0,32.0,2965052.0,2877808.0,87244.0,1.0,0.0,2029274.18,256000.0,60.0,5.0,fiduciaria_prendas,7.69
858654,premier,44.0,femenino,casado,93341.0,21.0,727128.0,708187.0,18941.0,3.0,2.0,1159928.66,240000.0,51.0,5.0,fiduciaria,12.69
414230,premier,50.0,femenino,casado,100650.0,11.0,193106.0,164496.0,28610.0,1.0,2.0,54765.8,308000.0,71.0,4.0,fiduciaria,10.44
203921,optima,47.0,femenino,casado,61258.0,20.0,304773.0,230370.0,74403.0,3.0,0.0,,217000.0,61.0,4.0,fiduciaria,20.78
733393,premier,46.0,masculino,casado,,7.0,452360.0,284721.0,167639.0,2.0,5.0,5490.24,36000.0,5.0,5.0,autoliquidable,7.79
568167,premier,27.0,femenino,casado,124403.0,67.0,1851779.0,1808256.0,43523.0,5.0,3.0,24804.2,3990000.0,149.0,4.0,hipotecaria,6.28
122561,optima,40.0,femenino,casado,54521.0,14.0,319344.0,254694.0,64650.0,2.0,0.0,423354.56,891000.0,68.0,4.0,fiduciaria,14.87
447720,optima,49.0,masculino,soltero,38869.0,44.0,329263.0,292779.0,36484.0,2.0,1.0,175071.81,163000.0,34.0,6.0,fiduciaria,15.34
199547,optima,57.0,masculino,divorciado,62437.0,8.0,707391.0,674846.0,32545.0,4.0,1.0,197948.84,138000.0,42.0,5.0,fiduciaria,15.55
473240,optima,37.0,femenino,divorciado,78073.0,26.0,498496.0,350557.0,147939.0,1.0,2.0,250201.45,1401000.0,316.0,3.0,hipotecaria,7.47
145910,optima,28.0,masculino,soltero,,38.0,395154.0,390678.0,4476.0,4.0,1.0,59101.58,261000.0,38.0,5.0,fiduciaria,12.84
584960,premier,41.0,femenino,casado,99236.0,2.0,333126.0,313117.0,20009.0,5.0,1.0,418518.83,219000.0,66.0,4.0,fiduciaria,10.09
198297,premier,38.0,femenino,viudo,,316.0,3490652.0,3477816.0,12836.0,3.0,1.0,57575.21,1370000.0,184.0,6.0,hipotecaria,7.16
537849,premier,53.0,masculino,casado,99072.0,9.0,144142.0,115276.0,28866.0,3.0,1.0,2300932.47,791000.0,27.0,2.0,fiduciaria,12.05
303663,premier,48.0,femenino,casado,105520.0,110.0,478486.0,470820.0,7666.0,1.0,2.0,284968.74,1337000.0,141.0,6.0,fiduciaria_bienes_inmuebles,8.45
382578,optima,42.0,femenino,casado,45106.0,17.0,17485.0,16672.0,813.0,3.0,1.0,12471.87,127000.0,56.0,2.0,prendas,9.76
282205,optima,36.0,masculino,casado,47445.0,47.0,424230.0,401935.0,22295.0,4.0,1.0,756166.61,72000.0,64.0,5.0,fiduciaria,16.26
514247,optima,36.0,femenino,soltero,96049.0,39.0,901900.0,889048.0,12852.0,3.0,2.0,9390.41,1009000.0,335.0,3.0,hipotecaria,6.62
783913,optima,59.0,femenino,casado,107291.0,4.0,411882.0,410623.0,1259.0,3.0,1.0,128309.03,41000.0,81.0,4.0,fiduciaria,11.74
667146,optima,43.0,femenino,soltero,,7.0,939463.0,922353.0,17110.0,4.0,3.0,761688.64,304000.0,68.0,3.0,fiduciaria_prendas,7.38
860548,premier,48.0,femenino,casado,96322.0,7.0,182788.0,129380.0,53408.0,4.0,1.0,2042022.74,56000.0,51.0,4.0,fiduciaria,18.0
702562,optima,41.0,masculino,casado,39619.0,30.0,764418.0,705510.0,58908.0,2.0,2.0,749867.14,140000.0,48.0,4.0,fiduciaria,16.96
447489,optima,42.0,masculino,divorciado,263257.0,10.0,310271.0,307937.0,2334.0,3.0,1.0,68286.95,135000.0,39.0,6.0,fiduciaria,17.18
167725,optima,34.0,femenino,soltero,92390.0,4.0,251596.0,248526.0,3070.0,6.0,1.0,1033971.02,9000.0,61.0,4.0,fiduciaria,20.55
